case_id,rule_id,status,message,evidence,confidence
C016,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C016,IF-001,FAIL,One or more interfaces are down in the supplied interface summary.,GigabitEthernet0/0 administratively down/down,High
C016,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C016,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C016,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C016,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C016,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C016,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C016,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C016,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C016,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C016,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C016,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C016,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C017,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C017,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C017,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C017,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C017,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C017,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C017,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C017,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C017,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C017,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C017,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C017,ROUTE-001,PASS,No deterministic missing-route signature was found in the supplied route evidence.,Route output does not show the empty/no-neighbor signatures used by this rule.,Medium
C017,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C017,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C017,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C017,OSPF-001,WARNING,"Multiple OSPF areas appear in the supplied interface summaries: ['0', '1'].","Areas=['0', '1']",Medium
C017,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C017,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C017,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C018,IPCFG-006,PASS,Host 1 IP/mask/gateway are internally consistent at the subnet level.,"IP=192.168.2.77, Mask=255.255.255.128, Gateway=192.168.2.1",High
C018,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C018,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C018,GW-001,NOT_APPLICABLE,No router interface IPs were available for gateway comparison.,,High
C018,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C018,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C018,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C018,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C018,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C018,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C018,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C018,ROUTE-001,PASS,No deterministic missing-route signature was found in the supplied route evidence.,Route output does not show the empty/no-neighbor signatures used by this rule.,Medium
C018,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C018,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C018,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C018,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C018,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C018,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C018,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C019,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C019,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C019,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C019,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C019,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C019,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C019,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C019,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C019,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C019,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C019,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C019,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C019,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C019,NAT-001,FAIL,NAT configuration is missing one or more required interface roles.,ip nat outside,High
C019,NAT-002,PASS,NAT source ACL 1 has a parsable permit network; no deterministic mismatch proven.,Permit network=10.0.0.0 wildcard=0.255.255.255,Medium
C019,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C019,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C019,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C019,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C020,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C020,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C020,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C020,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C020,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C020,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C020,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C020,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C020,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C020,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C020,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C020,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C020,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C020,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C020,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C020,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C020,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C020,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C020,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C021,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C021,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C021,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C021,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C021,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C021,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C021,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C021,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C021,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C021,DHCP-002,WARNING,"DHCP-related symptom detected, but no interface configuration block was supplied.",No ip helper-address evidence available.,Medium
C021,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C021,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C021,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C021,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C021,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C021,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C021,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C021,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C021,DNS-001,FAIL,DNS forwarding/server configuration lacks an upstream ip name-server entry in the supplied evidence.,ip dns server present; no ip name-server,High
C022,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C022,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C022,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C022,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C022,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C022,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C022,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C022,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C022,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C022,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C022,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C022,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C022,ACL-001,WARNING,ACL deny entries exist; deterministic checker cannot prove whether they block the affected flow without full traffic context.,30 deny tcp any any eq 443,Medium
C022,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C022,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C022,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C022,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C022,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C022,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C023,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C023,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C023,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C023,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C023,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C023,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C023,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C023,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C023,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C023,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C023,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C023,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C023,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C023,NAT-001,FAIL,NAT configuration is missing one or more required interface roles.,"ip nat inside, ip nat outside",High
C023,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C023,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C023,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C023,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C023,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C024,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C024,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C024,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C024,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C024,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C024,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C024,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C024,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C024,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C024,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C024,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C024,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C024,ACL-001,FAIL,An explicit deny ip any any appears in the supplied ACL evidence.,10 deny ip any any,High
C024,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C024,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C024,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C024,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C024,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C024,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C025,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C025,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C025,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C025,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C025,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C025,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C025,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C025,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C025,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C025,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C025,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C025,ROUTE-001,PASS,No deterministic missing-route signature was found in the supplied route evidence.,Route output does not show the empty/no-neighbor signatures used by this rule.,Medium
C025,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C025,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C025,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C025,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C025,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C025,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C025,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C026,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C026,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C026,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C026,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C026,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C026,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C026,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C026,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C026,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C026,DHCP-002,PASS,No deterministic missing-helper condition was established from the supplied evidence.,Helper configuration evidence is present or case is not a relay case.,Medium
C026,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C026,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C026,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C026,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C026,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C026,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C026,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C026,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C026,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C027,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C027,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C027,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C027,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C027,VLAN-002,NOT_APPLICABLE,No 'show vlan brief' output available for VLAN-presence validation.,,High
C027,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C027,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C027,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C027,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C027,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C027,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C027,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C027,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C027,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C027,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C027,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C027,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C027,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C027,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C028,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C028,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C028,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C028,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C028,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C028,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C028,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C028,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C028,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C028,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C028,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C028,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C028,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C028,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C028,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C028,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C028,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C028,WIFI-001,FAIL,Wireless signal metrics indicate poor link quality.,RSSI -82 dBm; SNR 6 dB,High
C028,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C029,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C029,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C029,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C029,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C029,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C029,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C029,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C029,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C029,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C029,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C029,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C029,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C029,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C029,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C029,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C029,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C029,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C029,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C029,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
C030,IPCFG-001,NOT_APPLICABLE,No PC ipconfig-style block found.,,High
C030,IPCFG-007,NOT_APPLICABLE,No explicit observed-vs-intended subnet mask comparison can be made.,,High
C030,IP-001,PASS,No conflicting IP-to-MAC mapping was detected in ARP-style evidence.,ARP evidence checked for one IP resolving to multiple MAC addresses.,High
C030,GW-001,NOT_APPLICABLE,No PC ipconfig block found.,,High
C030,VLAN-002,NOT_APPLICABLE,No single required VLAN could be inferred from the case context.,,High
C030,EVID-001,PASS,No explicit uncertainty statement was found in the supplied case evidence.,Evidence-sufficiency wording checked.,Medium
C030,IF-001,NOT_APPLICABLE,No 'show ip interface brief' table found.,,High
C030,VLAN-001,NOT_APPLICABLE,No explicit intended VLAN could be inferred from the case context.,,High
C030,DHCP-001,NOT_APPLICABLE,No DHCP pool utilization block found.,,High
C030,DHCP-002,NOT_APPLICABLE,Case symptom does not clearly indicate DHCP provisioning trouble.,,Medium
C030,TRUNK-001,NOT_APPLICABLE,No explicit trunk allowed-VLAN list found.,,High
C030,ROUTE-001,NOT_APPLICABLE,Symptom does not clearly indicate a routed-connectivity problem.,,Medium
C030,ACL-001,NOT_APPLICABLE,No ACL deny entries found.,,High
C030,NAT-001,NOT_APPLICABLE,No NAT configuration evidence found.,,High
C030,NAT-002,NOT_APPLICABLE,No NAT source-list configuration found.,,High
C030,OSPF-001,NOT_APPLICABLE,No multi-end OSPF area mismatch signature detected.,,High
C030,EIGRP-001,NOT_APPLICABLE,No EIGRP configuration evidence found.,,High
C030,WIFI-001,NOT_APPLICABLE,No wireless RSSI/SNR evidence found.,,High
C030,DNS-001,NOT_APPLICABLE,No DNS-related evidence found.,,High
